Unnamed: 0,gameId,blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,blueGoldPerMin,redWardsPlaced,redWardsDestroyed,redFirstBlood,redKills,redDeaths,redAssists,redEliteMonsters,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalExperience,redTotalMinionsKilled,redTotalJungleMinionsKilled,redGoldDiff,redExperienceDiff,redCSPerMin,redGoldPerMin,GameDuration
1240,4521299727,1,35,3,1,13,5,16,0,0,0,0,19452,7.6,20776,212,59,2593,3690,21.2,1945.2,14,3,0,5,13,7,2,1,1,0,16859,6.8,17086,213,64,-2593,-3690,21.3,1685.9,17.0
1241,4513005798,0,13,0,0,9,5,7,1,1,0,0,17322,7.0,18525,255,44,1372,2320,25.5,1732.2,13,1,1,5,9,6,0,0,0,0,15950,6.6,16205,213,52,-1372,-2320,21.3,1595.0,33.0
1242,4518366913,1,18,2,1,8,3,6,1,1,0,0,17243,6.8,18171,231,52,2803,1638,23.1,1724.3,15,6,0,3,8,5,0,0,0,0,14440,6.6,16533,186,57,-2803,-1638,18.6,1444.0,23.0
1243,4491183408,0,17,0,0,8,10,8,1,0,1,0,18020,7.2,19285,214,63,-533,944,21.4,1802.0,86,1,1,10,8,14,0,0,0,0,18553,7.0,18341,198,52,533,-944,19.8,1855.3,29.0
1244,4522622334,0,55,2,0,6,7,8,2,1,1,0,16289,6.8,17723,208,56,-963,-64,20.8,1628.9,14,6,1,7,6,11,0,0,0,0,17252,7.0,17787,230,56,963,64,23.0,1725.2,18.0
1245,4469829210,1,34,1,1,9,4,10,2,1,1,0,18303,7.2,19140,263,58,2642,366,26.3,1830.3,16,0,0,4,9,2,0,0,0,0,15661,7.0,18774,231,49,-2642,-366,23.1,1566.1,25.0
1246,4515668714,0,15,3,1,4,10,6,0,0,0,0,15728,6.8,16927,212,56,-1615,-1585,21.2,1572.8,33,4,0,10,4,12,0,0,0,0,17343,7.0,18512,205,44,1615,1585,20.5,1734.3,17.0
1247,4521129958,1,13,3,1,6,3,5,0,0,0,0,16097,7.0,18426,226,51,1212,1738,22.6,1609.7,13,3,0,3,6,1,2,1,1,0,14885,6.6,16688,216,50,-1212,-1738,21.6,1488.5,20.0
1248,4515298489,0,18,1,0,2,5,4,2,1,1,0,14414,6.4,16249,215,64,-2363,-2144,21.5,1441.4,13,2,1,5,2,10,0,0,0,0,16777,7.2,18393,233,64,2363,2144,23.3,1677.7,21.0
1249,4517512393,1,14,4,1,9,8,5,1,1,0,0,15852,6.8,17330,194,35,-1918,-1739,19.4,1585.2,16,3,0,8,9,10,1,0,1,0,17770,7.2,19069,213,66,1918,1739,21.3,1777.0,26.0
1250,4522390017,1,17,4,1,4,3,4,0,0,0,0,15202,6.8,17438,215,53,145,-729,21.5,1520.2,49,2,0,3,4,2,1,0,1,0,15057,6.8,18167,247,60,-145,729,24.7,1505.7,26.0
1251,4513729345,1,16,4,1,2,3,1,0,0,0,0,15572,7.2,19166,242,83,902,860,24.2,1557.2,17,0,0,3,2,4,1,1,0,0,14670,6.8,18306,231,47,-902,-860,23.1,1467.0,35.0
1252,4520954808,0,11,3,1,8,8,6,0,0,0,0,16488,7.0,17386,208,41,-870,-1120,20.8,1648.8,15,0,0,8,8,7,1,1,0,0,17358,7.2,18506,241,48,870,1120,24.1,1735.8,36.0
1253,4464340157,0,13,0,0,5,12,11,1,1,0,0,14353,6.2,15067,168,48,-4550,-3483,16.8,1435.3,11,1,1,12,5,19,0,0,0,0,18903,7.2,18550,216,39,4550,3483,21.6,1890.3,15.0
1254,4514527472,1,13,5,0,13,3,11,1,0,1,0,19133,7.4,20110,223,40,4238,3475,22.3,1913.3,14,0,1,3,13,2,1,1,0,0,14895,6.6,16635,168,80,-4238,-3475,16.8,1489.5,26.0
1255,4520734931,0,42,4,0,3,5,4,0,0,0,0,15314,7.0,18205,233,52,-1659,-1566,23.3,1531.4,18,5,1,5,3,5,0,0,0,0,16973,7.4,19771,253,60,1659,1566,25.3,1697.3,29.0
1256,4447699269,0,37,5,0,10,6,18,0,0,0,0,17690,7.2,18278,192,45,1377,2429,19.2,1769.0,16,1,1,6,10,5,0,0,0,0,16313,6.6,15849,194,42,-1377,-2429,19.4,1631.3,28.0
1257,4520645604,1,156,0,1,10,6,15,2,1,1,1,20183,7.6,20663,216,73,3663,2748,21.6,2018.3,14,1,0,6,10,6,0,0,0,0,16520,6.8,17915,192,47,-3663,-2748,19.2,1652.0,21.0
1258,4511159553,1,18,2,1,9,5,9,1,0,1,0,18408,7.2,19614,225,56,2969,2575,22.5,1840.8,14,4,0,5,9,3,0,0,0,0,15439,6.6,17039,210,60,-2969,-2575,21.0,1543.9,19.0
1259,4468173353,0,12,2,0,6,12,6,0,0,0,0,15595,6.4,15756,159,48,-3682,-4566,15.9,1559.5,17,1,1,12,6,13,0,0,0,0,19277,7.6,20322,240,54,3682,4566,24.0,1927.7,19.0
1260,4489481429,1,15,1,1,8,9,9,0,0,0,0,17119,7.0,18174,209,36,-1362,-863,20.9,1711.9,13,3,0,9,8,9,0,0,0,0,18481,7.4,19037,235,55,1362,863,23.5,1848.1,22.0
1261,4464085930,0,30,0,1,9,9,9,0,0,0,0,17658,7.0,17546,214,47,108,-88,21.4,1765.8,16,2,0,9,9,8,1,0,1,0,17550,7.0,17634,235,36,-108,88,23.5,1755.0,32.0
1262,4503626292,1,15,1,1,14,4,14,0,0,0,0,19600,7.4,20132,218,56,5344,3506,21.8,1960.0,12,1,0,4,14,1,0,0,0,0,14256,6.8,16626,194,47,-5344,-3506,19.4,1425.6,27.0
1263,4450431370,0,14,1,0,7,14,8,0,0,0,0,16336,6.8,16919,190,40,-3908,-2704,19.0,1633.6,17,2,1,14,7,17,1,1,0,0,20244,7.2,19623,208,66,3908,2704,20.8,2024.4,26.0
1264,4525060117,1,18,3,1,7,2,5,1,1,0,0,16860,6.8,18168,226,49,2984,1565,22.6,1686.0,22,3,0,2,7,1,0,0,0,0,13876,6.6,16603,216,40,-2984,-1565,21.6,1387.6,16.0
1265,4524609422,1,16,3,1,3,4,2,2,1,1,0,14501,6.6,16819,201,46,-250,489,20.1,1450.1,15,4,0,4,3,6,0,0,0,0,14751,6.4,16330,212,39,250,-489,21.2,1475.1,23.0
1266,4468568554,0,13,2,0,7,7,8,0,0,0,0,17148,7.0,17427,226,52,1084,658,22.6,1714.8,15,3,1,7,7,8,2,1,1,0,16064,6.4,16769,207,40,-1084,-658,20.7,1606.4,30.0
1267,4520833786,1,17,1,1,10,6,10,0,0,0,0,18559,7.0,18239,223,61,2606,964,22.3,1855.9,16,0,0,6,10,6,1,1,0,0,15953,6.8,17275,203,60,-2606,-964,20.3,1595.3,19.0
1268,4523634047,0,14,0,0,3,5,4,1,0,1,1,16250,6.6,16288,215,48,154,-979,21.5,1625.0,13,1,1,5,3,11,1,1,0,0,16096,6.8,17267,230,51,-154,979,23.0,1609.6,20.0
1269,4523122447,1,16,4,1,4,3,3,1,1,0,0,15791,7.0,17326,224,56,960,-812,22.4,1579.1,16,4,0,3,4,5,0,0,0,0,14831,7.0,18138,223,49,-960,812,22.3,1483.1,25.0
1270,4483634862,0,14,1,0,5,12,5,0,0,0,0,15634,6.6,16435,222,40,-3194,-2675,22.2,1563.4,50,2,1,12,5,13,1,0,1,0,18828,7.2,19110,205,52,3194,2675,20.5,1882.8,23.0
1271,4517860054,1,14,4,1,3,2,3,0,0,0,0,15148,6.6,16687,215,48,-44,-1601,21.5,1514.8,19,5,0,2,3,1,0,0,0,0,15192,7.0,18288,246,51,44,1601,24.6,1519.2,32.0
1272,4464319633,1,13,2,1,10,8,14,2,1,1,0,17893,7.0,17157,206,56,1181,-934,20.6,1789.3,13,2,0,8,10,6,0,0,0,0,16712,7.0,18091,182,47,-1181,934,18.2,1671.2,29.0
1273,4505648249,1,13,1,1,7,8,12,1,1,0,0,16200,6.6,17810,202,42,-927,-736,20.2,1620.0,13,3,0,8,7,11,1,0,1,0,17127,7.2,18546,207,57,927,736,20.7,1712.7,27.0
1274,4522858842,0,11,0,0,2,7,0,0,0,0,0,13371,6.4,15621,224,0,-3170,-2591,22.4,1337.1,12,1,1,7,2,6,1,1,0,0,16541,6.8,18212,226,40,3170,2591,22.6,1654.1,16.0
1275,4502931082,0,14,0,0,6,7,5,0,0,0,0,15903,7.0,18823,205,53,-623,1024,20.5,1590.3,14,1,1,7,6,5,1,1,0,0,16526,7.0,17799,205,48,623,-1024,20.5,1652.6,28.0
1276,4510837678,1,81,1,0,5,6,6,0,0,0,0,15719,6.8,17801,202,39,-1121,4,20.2,1571.9,16,4,1,6,5,5,0,0,0,0,16840,7.0,17797,236,48,1121,-4,23.6,1684.0,38.0
1277,4495147066,0,13,1,0,2,9,2,0,0,0,0,13267,6.2,14831,185,40,-5292,-4922,18.5,1326.7,14,3,1,9,2,12,1,1,0,0,18559,7.2,19753,237,64,5292,4922,23.7,1855.9,13.0
1278,4524109040,1,15,2,1,4,1,4,2,1,1,0,16305,7.2,19758,253,64,1793,929,25.3,1630.5,15,2,0,1,4,1,0,0,0,0,14512,7.2,18829,204,76,-1793,-929,20.4,1451.2,19.0
1279,4482075284,1,12,3,1,8,2,8,0,0,0,0,18269,7.6,20290,258,49,3389,3465,25.8,1826.9,15,3,0,2,8,1,0,0,0,0,14880,6.4,16825,239,50,-3389,-3465,23.9,1488.0,14.0
1280,4524584974,0,15,2,0,4,11,3,0,0,0,0,14956,6.4,16656,216,49,-3532,-2062,21.6,1495.6,17,2,1,11,4,11,0,0,0,0,18488,7.2,18718,217,56,3532,2062,21.7,1848.8,24.0
1281,4525152197,1,13,3,0,3,7,3,1,0,1,1,16180,6.8,17570,229,45,-981,264,22.9,1618.0,12,1,1,7,3,11,1,1,0,0,17161,6.8,17306,230,48,981,-264,23.0,1716.1,32.0
1282,4524926639,0,16,3,1,8,6,12,0,0,0,0,16808,6.8,16741,200,44,616,-87,20.0,1680.8,16,4,0,6,8,8,0,0,0,0,16192,6.6,16828,198,48,-616,87,19.8,1619.2,25.0
1283,4522027915,0,21,0,1,10,5,7,1,0,1,0,17971,7.2,19214,231,44,3146,1518,23.1,1797.1,12,3,0,5,10,2,1,1,0,0,14825,7.0,17696,181,47,-3146,-1518,18.1,1482.5,21.0
1284,4524157575,1,15,1,1,6,2,6,2,1,1,0,16998,7.2,18708,236,56,2619,1209,23.6,1699.8,14,0,0,2,6,2,0,0,0,0,14379,7.0,17499,217,52,-2619,-1209,21.7,1437.9,26.0
1285,4517748095,0,14,1,0,5,14,6,2,1,1,0,15015,6.6,16032,167,54,-5065,-3552,16.7,1501.5,16,1,1,14,5,9,0,0,0,0,20080,7.4,19584,224,52,5065,3552,22.4,2008.0,27.0
1286,4521386660,1,15,1,1,4,4,1,0,0,0,0,14881,7.0,18074,209,45,-856,-563,20.9,1488.1,164,3,0,4,4,1,0,0,0,0,15737,7.0,18637,236,55,856,563,23.6,1573.7,28.0
1287,4462148925,1,17,2,1,4,3,10,1,1,0,0,15730,7.0,18484,241,52,739,-270,24.1,1573.0,16,2,0,3,4,5,0,0,0,0,14991,7.0,18754,239,59,-739,270,23.9,1499.1,20.0
1288,4497724425,1,15,1,1,16,5,14,1,1,0,0,19098,7.0,18636,203,37,2447,247,20.3,1909.8,11,0,0,5,16,3,0,0,0,0,16651,7.0,18389,207,63,-2447,-247,20.7,1665.1,19.0
1289,4523546666,1,16,1,0,5,3,6,0,0,0,0,16169,7.2,18880,235,60,561,740,23.5,1616.9,14,0,1,3,5,3,0,0,0,0,15608,7.0,18140,235,59,-561,-740,23.5,1560.8,27.0
1290,4495258112,0,17,2,0,9,10,6,1,1,0,0,16954,6.8,16923,197,49,-1073,210,19.7,1695.4,19,3,1,10,9,16,0,0,0,0,18027,6.6,16713,176,51,1073,-210,17.6,1802.7,37.0
1291,4520518919,0,18,1,0,5,4,5,0,0,0,0,15984,7.2,17527,203,54,193,89,20.3,1598.4,15,3,1,4,5,4,0,0,0,0,15791,6.8,17438,222,50,-193,-89,22.2,1579.1,31.0
1292,4503545828,1,52,3,1,8,7,8,0,0,0,0,18078,7.0,18614,261,48,1204,306,26.1,1807.8,37,2,0,7,8,7,1,1,0,0,16874,6.8,18308,204,52,-1204,-306,20.4,1687.4,28.0
1293,4523347600,1,13,2,1,9,5,9,1,1,0,0,16329,6.4,16575,206,36,948,16,20.6,1632.9,18,0,0,5,9,4,0,0,0,0,15381,6.8,16559,173,52,-948,-16,17.3,1538.1,22.0
1294,4496613517,0,17,4,1,9,10,5,0,0,0,0,17193,7.0,18326,224,40,-1027,-1434,22.4,1719.3,16,2,0,10,9,6,0,0,0,0,18220,7.6,19760,236,56,1027,1434,23.6,1822.0,26.0
1295,4513948107,1,20,3,1,11,6,13,1,1,0,0,18401,7.0,18465,201,51,1843,1402,20.1,1840.1,16,3,0,6,11,8,0,0,0,0,16558,6.8,17063,212,36,-1843,-1402,21.2,1655.8,19.0
1296,4467944823,0,17,3,1,2,10,0,0,0,0,0,14704,7.0,17930,227,60,-3517,-1818,22.7,1470.4,11,1,0,10,2,7,1,1,0,0,18221,7.6,19748,235,56,3517,1818,23.5,1822.1,23.0
1297,4497717401,0,14,1,0,5,8,3,0,0,0,0,16367,7.2,18191,254,48,-1204,-717,25.4,1636.7,42,3,1,8,5,8,1,1,0,0,17571,7.0,18908,218,56,1204,717,21.8,1757.1,27.0
1298,4509036476,0,10,3,0,0,5,0,0,0,0,0,12905,6.2,15457,195,44,-3927,-3257,19.5,1290.5,17,3,1,5,0,5,0,0,0,0,16832,7.0,18714,211,78,3927,3257,21.1,1683.2,23.0
1299,4524695455,0,37,3,0,3,7,0,0,0,0,0,13967,7.0,16908,197,48,-2681,-834,19.7,1396.7,13,4,1,7,3,6,1,1,0,0,16648,6.6,17742,193,61,2681,834,19.3,1664.8,22.0
1300,4514151915,0,15,3,0,8,6,9,1,1,0,0,16511,7.0,18106,199,48,300,1722,19.9,1651.1,17,0,1,6,8,7,0,0,0,0,16211,6.6,16384,225,44,-300,-1722,22.5,1621.1,39.0
1301,4516562361,0,15,3,0,8,7,8,0,0,0,0,17496,7.4,19884,232,35,4,1213,23.2,1749.6,15,2,1,7,8,8,0,0,0,0,17492,7.2,18671,259,56,-4,-1213,25.9,1749.2,24.0
1302,4468712896,1,23,5,1,7,6,6,1,1,0,0,17743,7.4,19173,255,52,1572,829,25.5,1774.3,16,3,0,6,7,4,0,0,0,0,16171,7.0,18344,218,47,-1572,-829,21.8,1617.1,27.0
1303,4523887906,1,13,2,0,8,6,8,1,1,0,0,16888,7.0,18788,202,56,856,1638,20.2,1688.8,44,1,1,6,8,5,1,0,1,0,16032,6.6,17150,198,52,-856,-1638,19.8,1603.2,29.0
1304,4522419408,0,16,4,0,2,2,0,1,0,1,0,13742,6.8,17269,208,52,-2296,-1213,20.8,1374.2,15,2,1,2,2,1,1,1,0,0,16038,6.8,18482,250,52,2296,1213,25.0,1603.8,18.0
1305,4488609653,0,15,6,0,9,15,10,0,0,0,0,17793,7.0,18271,187,58,-1961,-392,18.7,1779.3,21,1,1,15,9,19,1,1,0,0,19754,7.0,18663,173,36,1961,392,17.3,1975.4,43.0
1306,4523824469,0,42,5,1,5,8,6,0,0,0,0,16178,6.8,17363,221,48,-1320,-687,22.1,1617.8,55,1,0,8,5,10,1,0,1,0,17498,7.2,18050,185,52,1320,687,18.5,1749.8,36.0
1307,4458383359,1,15,3,0,8,8,8,1,1,0,0,17706,6.8,18217,217,60,-492,-173,21.7,1770.6,16,0,1,8,8,11,0,0,0,0,18198,7.2,18390,230,52,492,173,23.0,1819.8,28.0
1605,4501993937,1,59,3,1,12,5,19,1,1,0,0,19607,7.6,19804,221,44,3913,2948,22.1,1960.7,17,2,0,5,12,7,0,0,0,0,15694,6.6,16856,220,52,-3913,-2948,22.0,1569.4,20.0
1607,4521254867,0,12,2,1,4,8,4,2,1,1,0,14998,6.6,16127,185,45,-1430,147,18.5,1499.8,14,1,0,8,4,7,0,0,0,0,16428,6.6,15980,196,48,1430,-147,19.6,1642.8,34.0
1608,4472127504,0,20,1,1,8,8,10,2,1,1,0,16906,6.8,17910,207,48,226,221,20.7,1690.6,15,3,0,8,8,4,0,0,0,0,16680,6.8,17689,176,54,-226,-221,17.6,1668.0,23.0
1609,4479722727,1,16,3,1,9,3,8,2,1,1,1,18743,7.0,18381,209,49,4324,1705,20.9,1874.3,15,4,0,3,9,1,0,0,0,0,14419,6.6,16676,191,56,-4324,-1705,19.1,1441.9,19.0
1610,4447477693,0,17,3,0,8,8,11,0,0,0,0,16634,7.0,17892,198,40,-355,279,19.8,1663.4,38,3,1,8,8,7,0,0,0,0,16989,6.8,17613,195,44,355,-279,19.5,1698.9,29.0
1611,4472428830,0,52,19,0,3,8,4,0,0,0,0,13636,6.2,14432,177,35,-4529,-4665,17.7,1363.6,37,2,1,8,3,7,2,1,1,0,18165,7.4,19097,249,60,4529,4665,24.9,1816.5,16.0
1612,4524480433,0,11,3,1,3,10,1,1,1,0,0,13744,6.4,15449,167,50,-4663,-3624,16.7,1374.4,15,2,0,10,3,11,0,0,0,0,18407,7.2,19073,219,44,4663,3624,21.9,1840.7,15.0
1613,4522555214,0,14,3,1,4,4,9,1,1,0,0,15823,6.8,17501,230,46,-211,-1817,23.0,1582.3,36,4,0,4,4,4,0,0,0,0,16034,7.2,19318,233,64,211,1817,23.3,1603.4,32.0
1614,4449686178,1,32,7,1,7,6,6,1,1,0,0,16356,7.2,19371,219,47,38,1241,21.9,1635.6,12,1,0,6,7,5,1,0,1,0,16318,7.0,18130,226,40,-38,-1241,22.6,1631.8,25.0
1615,4465356930,0,19,2,0,11,9,14,1,0,1,1,19801,6.6,17196,195,55,3315,904,19.5,1980.1,17,1,1,9,11,12,1,1,0,0,16486,6.4,16292,147,45,-3315,-904,14.7,1648.6,34.0
1616,4506680103,0,16,4,1,11,9,12,0,0,0,0,18200,7.0,17815,202,39,1211,-757,20.2,1820.0,18,3,0,9,11,10,1,1,0,0,16989,7.2,18572,211,60,-1211,757,21.1,1698.9,32.0
1617,4456179027,0,55,0,0,4,3,2,0,0,0,0,15335,6.8,18648,230,40,-188,270,23.0,1533.5,11,3,1,3,4,2,1,1,0,0,15523,7.0,18378,248,60,188,-270,24.8,1552.3,36.0
1618,4487676643,1,15,2,1,6,4,4,0,0,0,0,16792,7.2,18901,238,52,1852,2113,23.8,1679.2,20,1,0,4,6,5,0,0,0,0,14940,6.6,16788,218,40,-1852,-2113,21.8,1494.0,28.0
1619,4473506921,0,14,3,1,12,8,13,1,1,0,1,20086,7.0,18345,232,44,3059,1408,23.2,2008.6,20,1,0,8,12,8,1,0,1,0,17027,6.4,16937,207,56,-3059,-1408,20.7,1702.7,36.0
1620,4521783603,0,17,3,0,1,4,1,0,0,0,0,13858,6.4,16054,232,45,-2552,-2268,23.2,1385.8,14,1,1,4,1,6,2,1,1,0,16410,7.0,18322,239,63,2552,2268,23.9,1641.0,25.0
1621,4519169222,0,50,5,1,5,7,9,0,0,0,0,16190,7.0,17505,222,53,-1566,-1852,22.2,1619.0,18,2,0,7,5,6,1,1,0,0,17756,7.2,19357,258,62,1566,1852,25.8,1775.6,25.0
1622,4493402938,0,11,4,1,7,10,5,0,0,0,0,16112,7.0,18155,202,42,-2967,-758,20.2,1611.2,15,1,0,10,7,10,0,0,0,0,19079,7.2,18913,238,45,2967,758,23.8,1907.9,21.0
1623,4523323599,1,20,10,0,9,11,10,1,0,1,0,17298,6.8,17146,198,40,-98,-169,19.8,1729.8,47,5,1,11,9,13,1,1,0,0,17396,7.0,17315,182,36,98,169,18.2,1739.6,26.0
1624,4512807335,0,12,2,0,2,4,3,0,0,0,0,14593,6.6,17874,240,38,-1972,-1177,24.0,1459.3,12,2,1,4,2,5,0,0,0,0,16565,7.2,19051,253,64,1972,1177,25.3,1656.5,32.0
1625,4510691546,1,14,2,1,10,8,17,1,1,0,0,17723,6.8,17913,201,54,557,-1383,20.1,1772.3,13,2,0,8,10,9,0,0,0,0,17166,7.4,19296,204,68,-557,1383,20.4,1716.6,25.0
1626,4450170058,0,19,4,1,8,3,11,1,0,1,0,16565,6.8,17417,204,45,1217,309,20.4,1656.5,74,4,0,3,8,2,0,0,0,0,15348,6.6,17108,214,45,-1217,-309,21.4,1534.8,27.0
1627,4497712191,1,13,4,0,4,5,7,0,0,0,0,16301,7.2,19215,254,62,-27,394,25.4,1630.1,18,2,1,5,4,6,1,1,0,0,16328,7.2,18821,234,46,27,-394,23.4,1632.8,25.0
1628,4524932561,1,15,4,1,6,5,5,1,0,1,0,16698,7.2,19972,238,59,865,2685,23.8,1669.8,22,4,0,5,6,8,1,1,0,0,15833,6.8,17287,213,48,-865,-2685,21.3,1583.3,36.0
1629,4520745739,0,13,0,0,1,4,1,0,0,0,0,14878,7.0,18414,235,60,-1653,-1289,23.5,1487.8,13,1,1,4,1,4,1,1,0,0,16531,7.2,19703,258,64,1653,1289,25.8,1653.1,26.0
1630,4490937979,0,17,3,0,5,3,3,1,1,0,0,16494,7.0,19149,255,66,1932,2097,25.5,1649.4,16,1,1,3,5,3,0,0,0,0,14562,6.6,17052,182,52,-1932,-2097,18.2,1456.2,35.0
1631,4524927159,0,14,1,1,5,9,4,0,0,0,0,15463,7.0,17005,206,60,-3386,-2729,20.6,1546.3,16,3,0,9,5,13,0,0,0,0,18849,7.0,19734,234,51,3386,2729,23.4,1884.9,15.0
1632,4495222052,0,16,1,0,6,15,9,0,0,0,0,15435,6.6,15816,161,40,-5097,-3482,16.1,1543.5,17,3,1,15,6,16,1,1,0,0,20532,7.4,19298,226,44,5097,3482,22.6,2053.2,24.0
1633,4502309990,0,53,2,1,5,1,8,2,1,1,0,16165,6.8,18233,215,67,1321,1735,21.5,1616.5,14,2,0,1,5,2,0,0,0,0,14844,6.6,16498,245,56,-1321,-1735,24.5,1484.4,29.0
1634,4524336258,0,14,1,1,6,6,9,1,1,0,0,16640,7.2,17949,233,50,-276,-1424,23.3,1664.0,22,2,0,6,6,8,0,0,0,0,16916,7.4,19373,220,59,276,1424,22.0,1691.6,39.0
1635,4483668263,0,13,0,1,6,4,6,1,0,1,0,16422,7.0,17507,212,53,-19,-1122,21.2,1642.2,11,1,0,4,6,2,0,0,0,0,16441,7.0,18629,256,68,19,1122,25.6,1644.1,24.0
1636,4446171042,1,16,4,1,8,4,7,0,0,0,0,17863,7.2,19086,256,33,2590,1850,25.6,1786.3,13,5,0,4,8,4,0,0,0,0,15273,7.0,17236,218,48,-2590,-1850,21.8,1527.3,28.0
1637,4503175131,0,16,6,1,8,6,8,0,0,0,0,16970,6.8,17201,226,45,510,-601,22.6,1697.0,25,5,0,6,8,10,1,1,0,0,16460,6.8,17802,230,48,-510,601,23.0,1646.0,30.0
1638,4508573055,0,21,6,0,4,2,7,0,0,0,0,14866,6.8,17470,191,51,103,412,19.1,1486.6,21,6,1,2,4,3,1,0,1,0,14763,6.8,17058,239,41,-103,-412,23.9,1476.3,23.0
1639,4479801050,1,12,2,1,9,10,10,0,0,0,0,17761,7.0,18196,229,48,-237,-500,22.9,1776.1,19,2,0,10,9,13,1,1,0,0,17998,7.2,18696,200,60,237,500,20.0,1799.8,39.0
1640,4519375393,1,13,3,0,7,4,5,0,0,0,0,16650,7.0,18854,233,48,-612,549,23.3,1665.0,19,1,1,4,7,5,2,1,1,1,17262,7.0,18305,232,59,612,-549,23.2,1726.2,32.0
1641,4512258772,0,18,4,1,8,1,6,1,0,1,0,18607,7.4,20228,264,53,4488,3191,26.4,1860.7,15,1,0,1,8,1,1,1,0,0,14119,6.6,17037,210,60,-4488,-3191,21.0,1411.9,34.0
1642,4494864543,0,18,2,0,8,5,6,0,0,0,0,16237,6.8,17830,209,48,335,675,20.9,1623.7,16,1,1,5,8,5,1,1,0,0,15902,6.8,17155,192,64,-335,-675,19.2,1590.2,33.0
1643,4505104958,0,19,1,0,2,3,2,1,1,0,0,14273,6.8,17164,220,40,-814,-418,22.0,1427.3,11,2,1,3,2,2,1,0,1,0,15087,6.6,17582,224,44,814,418,22.4,1508.7,38.0
1644,4514431388,1,15,4,1,6,5,7,1,1,0,0,15906,7.0,17700,232,39,-39,464,23.2,1590.6,13,5,0,5,6,9,0,0,0,0,15945,6.6,17236,197,45,39,-464,19.7,1594.5,23.0
1645,4513352439,1,20,5,1,4,5,3,0,0,0,0,16083,6.8,18268,264,53,80,-609,26.4,1608.3,67,2,0,5,4,8,1,1,0,0,16003,7.2,18877,225,53,-80,609,22.5,1600.3,33.0
1646,4515442346,0,14,4,0,2,8,2,2,1,1,0,15034,7.0,17176,204,77,-1975,-888,20.4,1503.4,15,4,1,8,2,11,0,0,0,0,17009,7.0,18064,201,44,1975,888,20.1,1700.9,20.0
1647,4524409899,0,13,4,1,5,3,7,0,0,0,0,16660,7.2,18967,257,52,1723,970,25.7,1666.0,38,1,0,3,5,5,2,1,1,0,14937,7.0,17997,227,52,-1723,-970,22.7,1493.7,30.0
1648,4444371751,0,18,0,1,5,9,2,1,1,0,0,13945,5.8,14302,155,56,-5763,-4731,15.5,1394.5,14,2,0,9,5,11,1,0,1,2,19708,7.4,19033,203,60,5763,4731,20.3,1970.8,17.0
1649,4513965875,0,16,11,0,3,13,6,0,0,0,0,14991,6.6,17279,207,53,-6050,-4081,20.7,1499.1,38,0,1,13,3,16,0,0,0,0,21041,7.6,21360,273,60,6050,4081,27.3,2104.1,29.0
1650,4520923371,0,38,3,1,3,3,6,1,1,0,0,16653,7.0,18507,261,60,1152,-29,26.1,1665.3,15,2,0,3,3,6,0,0,0,0,15501,7.2,18536,228,60,-1152,29,22.8,1550.1,34.0
1651,4523763219,1,17,3,1,7,2,9,1,0,1,0,17557,7.0,18193,209,64,3822,2980,20.9,1755.7,18,2,0,2,7,1,0,0,0,0,13735,6.0,15213,224,24,-3822,-2980,22.4,1373.5,16.0
1652,4521104135,0,14,2,0,4,8,4,1,1,0,0,14439,6.6,16198,196,41,-2975,-2024,19.6,1443.9,39,1,1,8,4,10,0,0,0,0,17414,7.0,18222,235,40,2975,2024,23.5,1741.4,20.0
1653,4510666820,1,41,1,1,12,5,18,1,1,0,0,18567,7.0,18176,227,40,1526,472,22.7,1856.7,17,1,0,5,12,7,0,0,0,0,17041,6.8,17704,203,56,-1526,-472,20.3,1704.1,27.0
1654,4524932837,1,17,3,1,9,1,9,1,1,0,0,17079,7.0,17962,229,44,3916,2599,22.9,1707.9,16,0,0,1,9,0,0,0,0,0,13163,6.6,15363,191,44,-3916,-2599,19.1,1316.3,26.0
1655,4469723831,1,13,1,1,6,1,2,2,1,1,3,21051,7.4,20745,276,70,8776,8348,27.6,2105.1,14,1,0,1,6,1,0,0,0,0,12275,5.4,12397,176,20,-8776,-8348,17.6,1227.5,14.0
1656,4499740164,0,14,2,0,8,10,4,0,0,0,0,15229,6.4,16071,213,4,-4493,-3830,21.3,1522.9,13,2,1,10,8,10,2,1,1,1,19722,7.4,19901,218,68,4493,3830,21.8,1972.2,26.0
1657,4500544230,1,14,3,1,5,4,3,1,1,0,0,16490,7.0,18411,214,55,1018,-1023,21.4,1649.0,13,0,0,4,5,2,1,0,1,0,15472,7.2,19434,204,64,-1018,1023,20.4,1547.2,48.0
1658,4525140164,1,14,2,1,8,9,7,0,0,0,0,17047,7.0,17601,200,47,-97,165,20.0,1704.7,16,3,0,9,8,6,1,1,0,0,17144,6.8,17436,198,48,97,-165,19.8,1714.4,28.0
